"# Table S1: Curated Microvirus Genomes, plus additional Obscuriviridae",,,,,,,,,,,
Genome designation,Reported Source,Source Attribution for Analyses,GC content,Sequence Length (nt),Phylum,Class,Order,Family,Genus,Genus CRISPR prediction,CRISPR Prediction Correct?
Family19_MG945379,Musk deer,Other mammal,39,6645,,,,,,,
Family19_MG945478,Pig,Other mammal,46,5985,,,,,,,
Family19_MG945554,Cow,Other mammal,38,6618,,,,,,,
Family19_MG945575,Cow,Other mammal,43,6589,,,,,,,
Family19_MG945614,Pig,Other mammal,45,5996,,,,,,,
Family19_MG945885,Cow,Other mammal,39,6379,,,,,,,
Family19_MG945893,Pig,Other mammal,46,5907,,,,,,,
Family19_Monaco_MBA1760_NODE_67_length_6253_cov_29866893,Human,Primate,45,6253,,,,,,,
Family19_Monaco_MBA4020_NODE_16_length_6252_cov_63288527,Human,Primate,46,6252,,,,,,,
Family2_Amyovirinae_JX904102_1,Ocean,Marine,59,3927,,,,,,,
Family2_Amyovirinae_MG214764,Seawater,Marine,59,4360,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,,
Family2_associated_Liberibacter_JMTK01000001,Psyllid,Insect,32,8252,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,,
Family2_associated_Liberibacter_JQIG01000002,Psyllid,Insect,32,8252,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,,
Family2_associated_Liberibacter_LLVZ01000003,Psyllid,Insect,32,8252,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,,
Family2_associated_Ruegeria_MF101922,Inner Harbor,Marine,58,4248,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,,
Family2_associated_Ruegeria_MH015251,Inner Harbor,Marine,58,4248,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,,
Family2_CM009578_Sphingopyxis_lindanitolerans,Pesticide contaminated soil,Sediment/soil,57,4666,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,
Family2_MH552479,Mouse,Other mammal,55,4487,,,,,,,
Family2_MH617069,Cow,Other mammal,55,4888,,,,,,,
Family2_MH617327,Cow,Other mammal,58,4305,,,,,,,
Family2_MK765605,Tortoise,Reptile,57,4372,,,,,,,
Family2_MK765641,Tortoise,Reptile,56,4370,,,,,,,
Family2_MKSU01000016_Sphingomonas_sp_67-36,Unknown,Unknown,59,4682,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,
Family2_Novosphingobium_BASZ01000013,Unknown,Unknown,57,4424,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,
Family2_Novosphingobium_CP034179,Unknown,Unknown,57,4424,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,
Family2_NZ_CM009578_Sphingopyxis_lindanitolerans,Pesticide contaminated soil,Sediment/soil,57,4694,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,
Family2_Pseudoxanthomonas_QFNC01000084,Hospital NICU surface and sink,Unknown,63,4564,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,,
Family2_rhizobium_MN988485,Agricultural Lands,Sediment/soil,57,4801,,,,,,,
Family2_rhizobium_MN988550,Agricultural Lands,Sediment/soil,56,4781,,,,,,,
Family2_Rhodobacter_QFQS01000029,Hospital NICU surface and sink,Primate,61,4496,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,
Family2_Sinobacter_SSEA01000029,Wastewater,Wastewater,55,5107,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Sinobacter,,
Family2_Sneathiella_NVRR01000128,Marine MAG,Marine,45,4100,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,,
Family2_Sphingomonas_MKSU01000016,Ammonium sulfate bioreactor,Wastewater,58,4107,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,
Family2_Sphingopyxis_AP017898,Industrial cooling water,Wastewater,61,4298,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,
Family2_Sphingopyxis_CM009578,Pesticide contaminated soil,Sediment/soil,57,4483,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,
Family3_Acetobacter_Shkoporov_4539,Human,Primate,42,4539,,,,,,,
Family3_associated_MG945516,Dog,Other mammal,30,5469,,,,,,,
Family3_associated_MH617150,Minnow tissue,Marine fish,42,6002,,,,,,,
Family3_GokushovirinaeA_68_Microbialite_003,Microbialite,Marine,41,4660,,,,,,,
Family3_GokushovirinaeA_AAAFAM010000008,Homo sapiens,Primate,47,4364,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAAGTB010000001,Homo sapiens,Primate,47,4358,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAETAR010000001,Unknown,Unknown,47,4364,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAEUOU0100000671,Unknown,Unknown,47,4383,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAFBBW010000011,Unknown,Unknown,47,4364,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAFPLC010000005,Unknown,Unknown,47,4364,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAFVOA010000001,Unknown,Unknown,47,4364,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAFYJV0100000011,Unknown,Unknown,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAGBTL0100000051,Unknown,Unknown,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAHKJJ010000001,Homo sapiens,Primate,47,4364,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAHLRW010000001,Homo sapiens,Primate,47,4358,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAHXJY0100000041,Homo sapiens,Primate,46,4468,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAIFJK010000002,Homo sapiens,Primate,47,4385,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAIOEH010000009,Homo sapiens,Primate,47,4364,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAJZXH0100000031,Homo sapiens,Primate,47,4388,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAKOPE0100000121,Unknown,Unknown,47,4383,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AANUQU010000002,Human,Primate,45,4378,,,,,,,
Family3_GokushovirinaeA_AANYGM0100000011,Stool,Primate,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AANZXJ0100000031,Homo sapiens,Primate,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAOBBI0100000011,Stool,Primate,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAOGTI0100000271,Homo sapiens,Primate,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAONAL0100000011,Stool,Primate,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAONAO0100000011,Stool,Primate,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAONEQ0100000091,Stool,Primate,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAPACP0100001301,Homo sapiens,Primate,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AAPKYL0100000071,Pig stool,Other mammal,47,4389,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_AARDKW0100000201,Homo sapiens,Primate,48,4550,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Escherichia,no
Family3_GokushovirinaeA_AARMNT0100000011,Bos taurus,Other mammal,47,4515,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,,
Family3_GokushovirinaeA_AARMZC0100000231,Bos taurus,Other mammal,49,4550,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Escherichia,no
Family3_GokushovirinaeA_AARNAS0100000201,Bos taurus,Other mammal,49,4550,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Escherichia,no
Family3_GokushovirinaeA_AAROMB0100000241,Glycine max nodule,Other mammal,49,4550,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Escherichia,no
Family3_GokushovirinaeA_AARQFF0100000561,Bos taurus,Other mammal,46,4515,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,,
Family3_GokushovirinaeA_AE002163,Isolated phage,Other,41,4532,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,
Family3_GokushovirinaeA_AJ270057,Isolated phage,Other,41,4563,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,
Family3_GokushovirinaeA_AJ550635,Isolated phage,Other,41,4554,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,
Family3_GokushovirinaeA_AY769964,Isolated phage,Other,41,4530,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,
Family3_GokushovirinaeA_Bacteroides_Reyes_2015_F268_T2_NODE_16_length_17518_cov_30686792,Human,Primate,49,5147,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Mixta,Mixta,n/a
Family3_GokushovirinaeA_Bacteroides_Reyes_2015_F301_T2_NODE_11_length_10741_cov_136912191,Human,Primate,45,4570,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella,n/a
Family3_GokushovirinaeA_Bdellovibrio_NC_002643,Unknown,Unknown,46,4594,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,,
Family3_GokushovirinaeA_BGCE01000011,Bos taurus feces,Other mammal,45,4516,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,,
Family3_GokushovirinaeA_BIBJ01000001_Escherichia_coli_06-A102-A,Bos taurus feces,Other mammal,48,4550,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia,yes
Family3_GokushovirinaeA_BICB01000013_Escherichia_coli_18-B32-A,Bos taurus feces,Other mammal,49,4550,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia,yes
Family3_GokushovirinaeA_BICN01000004_Escherichia_coli_30-D80-A_DNA,Bos taurus feces,Other mammal,48,4542,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia,yes
Family3_GokushovirinaeA_BICR01000011_Escherichia_coli_34-F30-A,Bos taurus feces,Other mammal,46,4515,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,,
Family3_GokushovirinaeA_BIDL01000006_Escherichia_coli_55-J122-A,Bos taurus feces,Other mammal,49,4550,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia,yes
Family3_GokushovirinaeA_BIEM01000005_Escherichia_coli_82-F63-A,Bos taurus feces,Other mammal,49,4550,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia,yes
Family3_GokushovirinaeA_BIFA01000208_Escherichia_coli_96-J77-A,Bos taurus feces,Other mammal,48,4556,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia,yes
Family3_GokushovirinaeA_Bourget_052,Freshwater,Freshwater,44,4296,,,,,,,
Family3_GokushovirinaeA_Bourget_154,Freshwater,Freshwater,44,4219,,,,,,,
Family3_GokushovirinaeA_Bourget_164,Freshwater,Freshwater,41,4228,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,yes
Family3_GokushovirinaeA_Bourget_224,Freshwater,Freshwater,41,4200,,,,,,,
Family3_GokushovirinaeA_Bourget_245,Freshwater,Freshwater,41,4165,,,,,,,
Family3_GokushovirinaeA_Bourget_248,Freshwater,Freshwater,41,4281,,,,,,,
Family3_GokushovirinaeA_Bourget_259,Freshwater,Freshwater,40,4149,,,,,,,
Family3_GokushovirinaeA_Bourget_309,Freshwater,Freshwater,43,4197,,,,,,,
Family3_GokushovirinaeA_Bourget_332,Freshwater,Freshwater,42,4289,,,,,,,
Family3_GokushovirinaeA_Bourget_504,Freshwater,Freshwater,41,4209,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio,n/a
Family3_GokushovirinaeA_Bourget_915,Freshwater,Freshwater,42,4285,,,,,,,
Family3_GokushovirinaeA_CAACXM010000239,Zalophus californianus,Other mammal,48,4533,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Salmonella,no
Family3_GokushovirinaeA_Chlamydia_NC_001741,Bacteria,Unknown,37,4877,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,
Family3_GokushovirinaeA_Chlamydia_NC_001998,Isolated phage,Other,41,4529,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,
Family3_GokushovirinaeA_Chlamydia_NC_002180,Isolated phage,Other,41,4532,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,
Family3_GokushovirinaeA_Chlamydia_NC_002194,Isolated phage,Other,41,4563,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,
Family3_GokushovirinaeA_Chlamydia_NC_007461,Isolated phage,Other,41,4530,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,,
Family3_GokushovirinaeA_DAAGNP010000001,Food,Other,45,4378,,,,,,,
Family3_GokushovirinaeA_DABS01000177_Gastranaerophilales,Human MAG,Primate,34,5225,Melainabacteria,Gastranaerophilales,,,,,
Family3_GokushovirinaeA_Danish_gut_assembly_MAG,Unknown,Unknown,49,4680,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia,yes
Family3_GokushovirinaeA_DMOY01000351_Nitrospira_sp,Wastewater,Wastewater,57,3982,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,,
Family3_GokushovirinaeA_EC6098,Porcine,Other mammal,48,4536,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia,yes
Family3_GokushovirinaeA_ERR688616_bin14_Gokushovirus_MAG_,Homo sapiens feces,Primate,48,4510,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia,yes
Family3_GokushovirinaeA_FR888562_Clostridium_sp_CAG_306,Human,Primate,33,5311,Firmicutes,Clostridia,Clostridales,Clostridiceae,Clostridium,,
Family3_GokushovirinaeA_FXLX01000046_uncultured_SUP05_cluster_bacterium,Marine fish MAG,Marine fish,39,4458,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Thioglobus,CandidatusThioglobus,yes
Family3_GokushovirinaeA_HQ157198,Ocean,Marine,47,4478,,,,,,,
Family3_GokushovirinaeA_HQ157199,Ocean,Marine,44,4487,,,,,,,
Family3_GokushovirinaeA_Human_feces_C_031,Human,Primate,45,4810,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella,n/a
Family3_GokushovirinaeA_Human_feces_E_010,Human,Primate,45,4881,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella,n/a
Family3_GokushovirinaeA_Human_gut_21_019,Human,Primate,41,5029,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium,n/a
Family3_GokushovirinaeA_Human_gut_27_015,Human,Primate,41,5035,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium,n/a
Family3_GokushovirinaeA_Human_gut_31_054,Human,Primate,41,5036,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium,n/a
Family3_GokushovirinaeA_Human_gut_33_018,Human,Primate,43,4799,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella,n/a
Family3_GokushovirinaeA_Human_gut_33_023,Human,Primate,41,4549,,,,,,,
Family3_GokushovirinaeA_Human_gut_34_012,Human,Primate,43,4822,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella,n/a
Family3_GokushovirinaeA_Human_gut_35_025,Human,Primate,43,4822,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella,n/a
Family3_GokushovirinaeA_Human_gut_36_019,Human,Primate,43,4822,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella,n/a
Family3_GokushovirinaeA_Human_gut_37_015,Human,Primate,43,4822,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella,n/a
Family3_GokushovirinaeA_JCVI_001,Ocean,Marine,47,4125,,,,,,,
Family3_GokushovirinaeA_KC131021,Ocean,Marine,40,4129,,,,,,,
Family3_GokushovirinaeA_KC131022,Ocean,Marine,44,4070,,,,,,,
Family3_GokushovirinaeA_KC131023,Ocean,Marine,42,4334,Proteobacteria,Gammaproteobacteria,Oceanospirllales,Alcanivoracaceae,Alcanivorax,Alcanivorax,n/a
Family3_GokushovirinaeA_KC131024,Ocean,Marine,51,4200,,,,,,,
Family3_GokushovirinaeA_KC131025,Ocean,Marine,35,4062,,,,,,,
Family3_GokushovirinaeA_KM589498,Sphagnum,Sediment/soil,37,4609,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter,n/a
Family3_GokushovirinaeA_KM589501,Sphagnum,Sediment/soil,52,4501,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira,n/a
Family3_GokushovirinaeA_KM589502,Sphagnum,Sediment/soil,40,4656,,,,,,,
Family3_GokushovirinaeA_KM589508,Sphagnum,Sediment/soil,50,4624,,,,,,,
Family3_GokushovirinaeA_KM589511,Sphagnum,Sediment/soil,53,4631,,,,,,,
Family3_GokushovirinaeA_KP087936,Methane seep sediment,Sediment/soil,44,4176,,,,,,,
Family3_GokushovirinaeA_KP087939,Methane seep sediment,Sediment/soil,47,4265,,,,,,,
Family3_GokushovirinaeA_KP087941,Methane seep sediment,Sediment/soil,61,4331,,,,,,,
Family3_GokushovirinaeA_KP087944,Methane seep sediment,Sediment/soil,41,4514,,,,,,,
Family3_GokushovirinaeA_KP087945,Methane seep sediment,Sediment/soil,58,4314,,,,,,,
Family3_GokushovirinaeA_KP087946,Methane seep sediment,Sediment/soil,61,4406,,,,,,,
Family3_GokushovirinaeA_KP087949,Methane seep sediment,Sediment/soil,56,4180,,,,,,,
Family3_GokushovirinaeA_KP087952,Methane seep sediment,Sediment/soil,48,5310,,,,,,,
Family3_GokushovirinaeA_KP087954,Methane seep sediment,Sediment/soil,49,4700,,,,,,,
Family3_GokushovirinaeA_KP823395,boiling spring,Freshwater,42,4468,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,n/a
Family3_GokushovirinaeA_KP823396,boiling spring,Freshwater,40,4273,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sendimentisphaeraceae,Sedimentisphaera,Sedimentisphaera,n/a
Family3_GokushovirinaeA_KR704913,Pan troglodytes,Primate,46,4851,,,,,,,
Family3_GokushovirinaeA_KR704915,Pan troglodytes,Primate,45,5016,,,,,,,
Family3_GokushovirinaeA_Kramna_0554_NODE_25_length_5020_cov_1109798389,Human,Primate,43,5020,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella,n/a
Family3_GokushovirinaeA_Kramna_6862_NODE_6_length_5034_cov_351604539,Human,Primate,42,5036,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium,n/a
Family3_GokushovirinaeA_KT264806,Bird,Bird,44,5053,,,,,,,
Family3_GokushovirinaeA_KT264807,Monkey feces,Primate,37,4957,,,,,,,
Family3_GokushovirinaeA_KT264808,Bird,Bird,46,4812,,,,,,,
Family3_GokushovirinaeA_KT264809,Bird,Bird,47,4876,,,,,,,
Family3_GokushovirinaeA_KT264810,Bird,Bird,49,4862,,,,,,,
Family3_GokushovirinaeA_KT264811,Bird,Bird,53,4383,,,,,,,
Family3_GokushovirinaeA_KT264812,Bird,Bird,47,4672,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella,n/a
Family3_GokushovirinaeA_KT264813,Bird,Bird,54,4783,,,,,,,
Family3_GokushovirinaeA_KT264814,Bird,Bird,47,4832,,,,,,,
Family3_GokushovirinaeA_KT264815,Human,Primate,53,4631,,,,,,,
Family3_GokushovirinaeA_KT264816,Fox,Other mammal,49,5077,,,,,,,
Family3_GokushovirinaeA_KT264817,Raccoon,Other mammal,49,5077,,,,,,,
Family3_GokushovirinaeA_KT264818,Human,Primate,42,5015,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium,n/a
Family3_GokushovirinaeA_KT264819,Human,Primate,44,4913,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium,n/a
Family3_GokushovirinaeA_KT264820,Mink,Other mammal,39,5596,Chlorobi,Bhlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium,n/a
Family3_GokushovirinaeA_KT264821,Monkey feces,Primate,41,5583,Proteobacteria,Gammaproteobacteria,,,Candidatus Thioglobus,CandidatusThioglobus,n/a
Family3_GokushovirinaeA_KT264822,Human,Primate,43,4811,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella,n/a
Family3_GokushovirinaeA_KT264823,Monkey feces,Primate,39,5008,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium,n/a
Family3_GokushovirinaeA_KT264824,Monkey feces,Primate,40,4879,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium,n/a
